| Threshold | Scale factor | Min. neighbors | Precision | Recall |
| 0.54 | 1.15 | 2.00 | 0.59 | 0.39 |
| 0.54 | 1.15 | 3.00 | 0.60 | 0.38 |
| 0.54 | 1.15 | 4.00 | 0.61 | 0.37 |
| 0.54 | 1.20 | 1.00 | 0.61 | 0.36 |
| 0.54 | 1.20 | 2.00 | 0.62 | 0.36 |
| 0.54 | 1.20 | 3.00 | 0.63 | 0.35 |
| 0.54 | 1.20 | 4.00 | 0.63 | 0.34 |
| 0.54 | 1.25 | 1.00 | 0.63 | 0.34 |
| 0.54 | 1.25 | 2.00 | 0.64 | 0.33 |
| 0.54 | 1.25 | 3.00 | 0.65 | 0.32 |
| 0.54 | 1.25 | 4.00 | 0.65 | 0.32 |
| 0.54 | 1.30 | 1.00 | 0.65 | 0.31 |
| 0.54 | 1.30 | 2.00 | 0.65 | 0.31 |
| 0.54 | 1.30 | 3.00 | 0.66 | 0.30 |
| 0.54 | 1.30 | 4.00 | 0.66 | 0.29 |
| 0.55 | 1.05 | 1.00 | 0.42 | 0.57 |
| 0.55 | 1.05 | 2.00 | 0.46 | 0.51 |
| 0.55 | 1.05 | 3.00 | 0.49 | 0.47 |
| 0.55 | 1.05 | 4.00 | 0.52 | 0.44 |
| 0.55 | 1.10 | 1.00 | 0.52 | 0.44 |
| 0.55 | 1.10 | 2.00 | 0.53 | 0.43 |
| 0.55 | 1.10 | 3.00 | 0.55 | 0.41 |
| 0.55 | 1.10 | 4.00 | 0.56 | 0.39 |
| 0.55 | 1.15 | 1.00 | 0.57 | 0.39 |
| 0.55 | 1.15 | 2.00 | 0.57 | 0.38 |
| 0.55 | 1.15 | 3.00 | 0.58 | 0.37 |
| 0.55 | 1.15 | 4.00 | 0.59 | 0.36 |
| 0.55 | 1.20 | 1.00 | 0.59 | 0.36 |
| 0.55 | 1.20 | 2.00 | 0.60 | 0.35 |
| 0.55 | 1.20 | 3.00 | 0.61 | 0.34 |
| 0.55 | 1.20 | 4.00 | 0.62 | 0.33 |
| 0.55 | 1.25 | 1.00 | 0.62 | 0.33 |
| 0.55 | 1.25 | 2.00 | 0.63 | 0.33 |
| 0.55 | 1.25 | 3.00 | 0.63 | 0.32 |
| 0.55 | 1.25 | 4.00 | 0.64 | 0.31 |
| 0.55 | 1.30 | 1.00 | 0.64 | 0.31 |
| 0.55 | 1.30 | 2.00 | 0.64 | 0.30 |
| 0.55 | 1.30 | 3.00 | 0.64 | 0.30 |
| 0.55 | 1.30 | 4.00 | 0.64 | 0.29 |
| 0.56 | 1.05 | 1.00 | 0.40 | 0.56 |
| 0.56 | 1.05 | 2.00 | 0.45 | 0.50 |
| 0.56 | 1.05 | 3.00 | 0.48 | 0.46 |
| 0.56 | 1.05 | 4.00 | 0.51 | 0.43 |
| 0.56 | 1.10 | 1.00 | 0.50 | 0.43 |
| 0.56 | 1.10 | 2.00 | 0.52 | 0.42 |
| 0.56 | 1.10 | 3.00 | 0.53 | 0.40 |
| 0.56 | 1.10 | 4.00 | 0.55 | 0.38 |
| 0.56 | 1.15 | 1.00 | 0.55 | 0.38 |
| 0.56 | 1.15 | 2.00 | 0.56 | 0.38 |
| 0.56 | 1.15 | 3.00 | 0.57 | 0.36 |
| 0.56 | 1.15 | 4.00 | 0.58 | 0.35 |
| 0.56 | 1.20 | 1.00 | 0.58 | 0.35 |
| 0.56 | 1.20 | 2.00 | 0.59 | 0.35 |
| 0.56 | 1.20 | 3.00 | 0.59 | 0.34 |
| 0.56 | 1.20 | 4.00 | 0.60 | 0.33 |
| 0.56 | 1.25 | 1.00 | 0.60 | 0.33 |
| 0.56 | 1.25 | 2.00 | 0.61 | 0.32 |
| 0.56 | 1.25 | 3.00 | 0.61 | 0.31 |
| 0.56 | 1.25 | 4.00 | 0.62 | 0.30 |
| 0.56 | 1.30 | 1.00 | 0.62 | 0.30 |
| 0.56 | 1.30 | 2.00 | 0.62 | 0.30 |
| 0.56 | 1.30 | 3.00 | 0.62 | 0.29 |
| 0.56 | 1.30 | 4.00 | 0.63 | 0.28 |
| 0.57 | 1.05 | 1.00 | 0.38 | 0.55 |
| 0.57 | 1.05 | 2.00 | 0.43 | 0.49 |
| 0.57 | 1.05 | 3.00 | 0.46 | 0.45 |
| 0.57 | 1.05 | 4.00 | 0.49 | 0.42 |
| 0.57 | 1.10 | 1.00 | 0.49 | 0.43 |
| 0.57 | 1.10 | 2.00 | 0.50 | 0.41 |
| 0.57 | 1.10 | 3.00 | 0.52 | 0.39 |
| 0.57 | 1.10 | 4.00 | 0.53 | 0.37 |
| 0.57 | 1.15 | 1.00 | 0.53 | 0.38 |
| 0.57 | 1.15 | 2.00 | 0.54 | 0.37 |
| 0.57 | 1.15 | 3.00 | 0.55 | 0.36 |
| 0.57 | 1.15 | 4.00 | 0.55 | 0.34 |
| 0.57 | 1.20 | 1.00 | 0.56 | 0.34 |
| 0.57 | 1.20 | 2.00 | 0.56 | 0.34 |
| 0.57 | 1.20 | 3.00 | 0.57 | 0.33 |
| 0.57 | 1.20 | 4.00 | 0.58 | 0.32 |
| 0.57 | 1.25 | 1.00 | 0.58 | 0.32 |
| 0.57 | 1.25 | 2.00 | 0.59 | 0.31 |
| 0.57 | 1.25 | 3.00 | 0.59 | 0.31 |
| 0.57 | 1.25 | 4.00 | 0.60 | 0.30 |
| 0.57 | 1.30 | 1.00 | 0.60 | 0.30 |
| 0.57 | 1.30 | 2.00 | 0.60 | 0.29 |
| 0.57 | 1.30 | 3.00 | 0.60 | 0.28 |
| 0.57 | 1.30 | 4.00 | 0.61 | 0.28 |
| 0.58 | 1.05 | 1.00 | 0.38 | 0.54 |
| 0.58 | 1.05 | 2.00 | 0.42 | 0.49 |
| 0.58 | 1.05 | 3.00 | 0.45 | 0.44 |
| 0.58 | 1.05 | 4.00 | 0.48 | 0.42 |
| 0.58 | 1.10 | 1.00 | 0.47 | 0.42 |
| 0.58 | 1.10 | 2.00 | 0.49 | 0.40 |
| 0.58 | 1.10 | 3.00 | 0.50 | 0.39 |
| 0.58 | 1.10 | 4.00 | 0.51 | 0.37 |
| 0.58 | 1.15 | 1.00 | 0.51 | 0.37 |
| 0.58 | 1.15 | 2.00 | 0.52 | 0.36 |
| 0.58 | 1.15 | 3.00 | 0.53 | 0.35 |
| 0.58 | 1.15 | 4.00 | 0.53 | 0.33 |
| 0.58 | 1.20 | 1.00 | 0.53 | 0.33 |
| 0.58 | 1.20 | 2.00 | 0.54 | 0.33 |
| 0.58 | 1.20 | 3.00 | 0.55 | 0.32 |
| 0.58 | 1.20 | 4.00 | 0.56 | 0.31 |
| 0.58 | 1.25 | 1.00 | 0.56 | 0.31 |
| 0.58 | 1.25 | 2.00 | 0.56 | 0.30 |
| 0.58 | 1.25 | 3.00 | 0.57 | 0.30 |
| 0.58 | 1.25 | 4.00 | 0.57 | 0.29 |
| 0.58 | 1.30 | 1.00 | 0.57 | 0.29 |
| 0.58 | 1.30 | 2.00 | 0.57 | 0.28 |
| 0.58 | 1.30 | 3.00 | 0.58 | 0.28 |
| 0.58 | 1.30 | 4.00 | 0.58 | 0.27 |
| 0.59 | 1.05 | 1.00 | 0.36 | 0.53 |
| 0.59 | 1.05 | 2.00 | 0.40 | 0.47 |
| 0.59 | 1.05 | 3.00 | 0.43 | 0.43 |
| 0.59 | 1.05 | 4.00 | 0.45 | 0.40 |
| 0.59 | 1.10 | 1.00 | 0.45 | 0.41 |
| 0.59 | 1.10 | 2.00 | 0.47 | 0.39 |
| 0.59 | 1.10 | 3.00 | 0.48 | 0.38 |
| 0.59 | 1.10 | 4.00 | 0.49 | 0.36 |
| 0.59 | 1.15 | 1.00 | 0.49 | 0.36 |
| 0.59 | 1.15 | 2.00 | 0.50 | 0.35 |
| 0.59 | 1.15 | 3.00 | 0.51 | 0.34 |
| 0.59 | 1.15 | 4.00 | 0.52 | 0.33 |
| 0.59 | 1.20 | 1.00 | 0.52 | 0.33 |
| 0.59 | 1.20 | 2.00 | 0.52 | 0.32 |
| 0.59 | 1.20 | 3.00 | 0.53 | 0.31 |
| 0.59 | 1.20 | 4.00 | 0.54 | 0.30 |
| 0.59 | 1.25 | 1.00 | 0.54 | 0.30 |
| 0.59 | 1.25 | 2.00 | 0.54 | 0.30 |
| 0.59 | 1.25 | 3.00 | 0.55 | 0.29 |
| 0.59 | 1.25 | 4.00 | 0.55 | 0.28 |
| 0.59 | 1.30 | 1.00 | 0.55 | 0.28 |
| 0.59 | 1.30 | 2.00 | 0.55 | 0.27 |
| 0.59 | 1.30 | 3.00 | 0.56 | 0.27 |
| 0.59 | 1.30 | 4.00 | 0.56 | 0.26 |
| 0.60 | 1.05 | 1.00 | 0.35 | 0.53 |
| 0.60 | 1.05 | 2.00 | 0.39 | 0.47 |
| 0.60 | 1.05 | 3.00 | 0.42 | 0.42 |
| 0.60 | 1.05 | 4.00 | 0.44 | 0.40 |
| 0.60 | 1.10 | 1.00 | 0.44 | 0.40 |
| 0.60 | 1.10 | 2.00 | 0.45 | 0.38 |
| 0.60 | 1.10 | 3.00 | 0.46 | 0.37 |
| 0.60 | 1.10 | 4.00 | 0.47 | 0.35 |
| 0.60 | 1.15 | 1.00 | 0.48 | 0.35 |
| 0.60 | 1.15 | 2.00 | 0.48 | 0.34 |
| 0.60 | 1.15 | 3.00 | 0.49 | 0.33 |
| 0.60 | 1.15 | 4.00 | 0.50 | 0.32 |
| 0.60 | 1.20 | 1.00 | 0.50 | 0.32 |
| 0.60 | 1.20 | 2.00 | 0.50 | 0.31 |
| 0.60 | 1.20 | 3.00 | 0.51 | 0.30 |
| 0.60 | 1.20 | 4.00 | 0.51 | 0.29 |
| 0.60 | 1.25 | 1.00 | 0.51 | 0.29 |
| 0.60 | 1.25 | 2.00 | 0.52 | 0.29 |
| 0.60 | 1.25 | 3.00 | 0.52 | 0.28 |
| 0.60 | 1.25 | 4.00 | 0.53 | 0.27 |
| 0.60 | 1.30 | 1.00 | 0.53 | 0.27 |
| 0.60 | 1.30 | 2.00 | 0.53 | 0.27 |
| 0.60 | 1.30 | 3.00 | 0.53 | 0.26 |
| 0.60 | 1.30 | 4.00 | 0.54 | 0.25 |
| 0.61 | 1.05 | 1.00 | 0.33 | 0.51 |
| 0.61 | 1.05 | 2.00 | 0.37 | 0.46 |
| 0.61 | 1.05 | 3.00 | 0.40 | 0.41 |
| 0.61 | 1.05 | 4.00 | 0.42 | 0.39 |
| 0.61 | 1.10 | 1.00 | 0.42 | 0.39 |
| 0.61 | 1.10 | 2.00 | 0.43 | 0.37 |
| 0.61 | 1.10 | 3.00 | 0.44 | 0.36 |
| 0.61 | 1.10 | 4.00 | 0.45 | 0.34 |
| 0.61 | 1.15 | 1.00 | 0.45 | 0.34 |
| 0.61 | 1.15 | 2.00 | 0.46 | 0.33 |
| 0.61 | 1.15 | 3.00 | 0.47 | 0.32 |
| 0.61 | 1.15 | 4.00 | 0.47 | 0.31 |
| 0.61 | 1.20 | 1.00 | 0.47 | 0.31 |
| 0.61 | 1.20 | 2.00 | 0.48 | 0.30 |
| 0.61 | 1.20 | 3.00 | 0.49 | 0.29 |
| 0.61 | 1.20 | 4.00 | 0.49 | 0.28 |
| 0.61 | 1.25 | 1.00 | 0.49 | 0.28 |
| 0.61 | 1.25 | 2.00 | 0.50 | 0.28 |
| 0.61 | 1.25 | 3.00 | 0.50 | 0.27 |
| 0.61 | 1.25 | 4.00 | 0.51 | 0.26 |
| 0.61 | 1.30 | 1.00 | 0.51 | 0.26 |
| 0.61 | 1.30 | 2.00 | 0.51 | 0.26 |
| 0.61 | 1.30 | 3.00 | 0.51 | 0.25 |
| 0.61 | 1.30 | 4.00 | 0.52 | 0.25 |
| 0.62 | 1.05 | 1.00 | 0.32 | 0.51 |
| 0.62 | 1.05 | 2.00 | 0.36 | 0.45 |
| 0.62 | 1.05 | 3.00 | 0.38 | 0.40 |
| 0.62 | 1.05 | 4.00 | 0.40 | 0.38 |
| 0.62 | 1.10 | 1.00 | 0.40 | 0.38 |
| 0.62 | 1.10 | 2.00 | 0.41 | 0.36 |
| 0.62 | 1.10 | 3.00 | 0.42 | 0.35 |
| 0.62 | 1.10 | 4.00 | 0.43 | 0.33 |
| 0.62 | 1.15 | 1.00 | 0.43 | 0.33 |
| 0.62 | 1.15 | 2.00 | 0.44 | 0.32 |
| 0.62 | 1.15 | 3.00 | 0.44 | 0.31 |
| 0.62 | 1.15 | 4.00 | 0.45 | 0.30 |
| 0.62 | 1.20 | 1.00 | 0.45 | 0.30 |
| 0.62 | 1.20 | 2.00 | 0.46 | 0.29 |
| 0.62 | 1.20 | 3.00 | 0.46 | 0.28 |
| 0.62 | 1.20 | 4.00 | 0.47 | 0.27 |
| 0.62 | 1.25 | 1.00 | 0.47 | 0.27 |
| 0.62 | 1.25 | 2.00 | 0.47 | 0.27 |
| 0.62 | 1.25 | 3.00 | 0.48 | 0.26 |
| 0.62 | 1.25 | 4.00 | 0.48 | 0.25 |
| 0.62 | 1.30 | 1.00 | 0.48 | 0.25 |
| 0.62 | 1.30 | 2.00 | 0.48 | 0.25 |
| 0.62 | 1.30 | 3.00 | 0.49 | 0.24 |
| 0.62 | 1.30 | 4.00 | 0.49 | 0.23 |
| 0.63 | 1.05 | 1.00 | 0.31 | 0.50 |
| 0.63 | 1.05 | 2.00 | 0.35 | 0.44 |
| 0.63 | 1.05 | 3.00 | 0.36 | 0.39 |
| 0.63 | 1.05 | 4.00 | 0.38 | 0.36 |
| 0.63 | 1.10 | 1.00 | 0.38 | 0.37 |
| 0.63 | 1.10 | 2.00 | 0.40 | 0.35 |
| 0.63 | 1.10 | 3.00 | 0.41 | 0.34 |
| 0.63 | 1.10 | 4.00 | 0.42 | 0.32 |
| 0.63 | 1.15 | 1.00 | 0.42 | 0.32 |
| 0.63 | 1.15 | 2.00 | 0.42 | 0.31 |
| 0.63 | 1.15 | 3.00 | 0.43 | 0.30 |
| 0.63 | 1.15 | 4.00 | 0.43 | 0.29 |
| 0.63 | 1.20 | 1.00 | 0.43 | 0.29 |
| 0.63 | 1.20 | 2.00 | 0.44 | 0.28 |
| 0.63 | 1.20 | 3.00 | 0.45 | 0.28 |
| 0.63 | 1.20 | 4.00 | 0.45 | 0.27 |
| 0.63 | 1.25 | 1.00 | 0.45 | 0.27 |
| 0.63 | 1.25 | 2.00 | 0.46 | 0.26 |
| 0.63 | 1.25 | 3.00 | 0.46 | 0.25 |
| 0.63 | 1.25 | 4.00 | 0.46 | 0.25 |
| 0.63 | 1.30 | 1.00 | 0.46 | 0.25 |
| 0.63 | 1.30 | 2.00 | 0.46 | 0.24 |
| 0.63 | 1.30 | 3.00 | 0.47 | 0.23 |
| 0.63 | 1.30 | 4.00 | 0.47 | 0.23 |
| 0.64 | 1.05 | 1.00 | 0.30 | 0.49 |
| 0.64 | 1.05 | 2.00 | 0.33 | 0.43 |
| 0.64 | 1.05 | 3.00 | 0.35 | 0.38 |
| 0.64 | 1.05 | 4.00 | 0.37 | 0.35 |
| 0.64 | 1.10 | 1.00 | 0.36 | 0.36 |
| 0.64 | 1.10 | 2.00 | 0.38 | 0.34 |
| 0.64 | 1.10 | 3.00 | 0.39 | 0.33 |
| 0.64 | 1.10 | 4.00 | 0.39 | 0.31 |
| 0.64 | 1.15 | 1.00 | 0.40 | 0.31 |
| 0.64 | 1.15 | 2.00 | 0.40 | 0.30 |
| 0.64 | 1.15 | 3.00 | 0.41 | 0.29 |
| 0.64 | 1.15 | 4.00 | 0.41 | 0.28 |
| 0.64 | 1.20 | 1.00 | 0.41 | 0.28 |
| 0.64 | 1.20 | 2.00 | 0.41 | 0.27 |
| 0.64 | 1.20 | 3.00 | 0.42 | 0.26 |
| 0.64 | 1.20 | 4.00 | 0.42 | 0.25 |
| 0.64 | 1.25 | 1.00 | 0.43 | 0.25 |
| 0.64 | 1.25 | 2.00 | 0.43 | 0.25 |
| 0.64 | 1.25 | 3.00 | 0.43 | 0.24 |
| 0.64 | 1.25 | 4.00 | 0.44 | 0.24 |
| 0.64 | 1.30 | 1.00 | 0.44 | 0.23 |
| 0.64 | 1.30 | 2.00 | 0.44 | 0.23 |
| 0.64 | 1.30 | 3.00 | 0.44 | 0.22 |
| 0.64 | 1.30 | 4.00 | 0.44 | 0.22 |
| 0.65 | 1.05 | 1.00 | 0.27 | 0.46 |
| 0.65 | 1.05 | 2.00 | 0.30 | 0.40 |
| 0.65 | 1.05 | 3.00 | 0.31 | 0.36 |
| 0.65 | 1.05 | 4.00 | 0.33 | 0.33 |
| 0.65 | 1.10 | 1.00 | 0.33 | 0.34 |
| 0.65 | 1.10 | 2.00 | 0.35 | 0.32 |
| 0.65 | 1.10 | 3.00 | 0.36 | 0.31 |
| 0.65 | 1.10 | 4.00 | 0.37 | 0.30 |
| 0.65 | 1.15 | 1.00 | 0.37 | 0.30 |
| 0.65 | 1.15 | 2.00 | 0.37 | 0.29 |
| 0.65 | 1.15 | 3.00 | 0.38 | 0.28 |
| 0.65 | 1.15 | 4.00 | 0.38 | 0.27 |
| 0.65 | 1.20 | 1.00 | 0.38 | 0.26 |
| 0.65 | 1.20 | 2.00 | 0.39 | 0.26 |
| 0.65 | 1.20 | 3.00 | 0.39 | 0.25 |
| 0.65 | 1.20 | 4.00 | 0.39 | 0.24 |
| 0.65 | 1.25 | 1.00 | 0.40 | 0.24 |
| 0.65 | 1.25 | 2.00 | 0.40 | 0.24 |
| 0.65 | 1.25 | 3.00 | 0.41 | 0.23 |
| 0.65 | 1.25 | 4.00 | 0.41 | 0.22 |
| 0.65 | 1.30 | 1.00 | 0.41 | 0.22 |
| 0.65 | 1.30 | 2.00 | 0.41 | 0.22 |
| 0.65 | 1.30 | 3.00 | 0.41 | 0.21 |
| 0.65 | 1.30 | 4.00 | 0.42 | 0.21 |
| 0.66 | 1.05 | 1.00 | 0.26 | 0.45 |
| 0.66 | 1.05 | 2.00 | 0.29 | 0.39 |
| 0.66 | 1.05 | 3.00 | 0.30 | 0.35 |
| 0.66 | 1.05 | 4.00 | 0.32 | 0.32 |
| 0.66 | 1.10 | 1.00 | 0.32 | 0.33 |
| 0.66 | 1.10 | 2.00 | 0.33 | 0.32 |
| 0.66 | 1.10 | 3.00 | 0.35 | 0.30 |
| 0.66 | 1.10 | 4.00 | 0.36 | 0.29 |
| 0.66 | 1.15 | 1.00 | 0.36 | 0.29 |
| 0.66 | 1.15 | 2.00 | 0.36 | 0.28 |
| 0.66 | 1.15 | 3.00 | 0.37 | 0.27 |
| 0.66 | 1.15 | 4.00 | 0.37 | 0.26 |
| 0.66 | 1.20 | 1.00 | 0.37 | 0.26 |
| 0.66 | 1.20 | 2.00 | 0.38 | 0.25 |
| 0.66 | 1.20 | 3.00 | 0.38 | 0.24 |
| 0.66 | 1.20 | 4.00 | 0.38 | 0.24 |
| 0.66 | 1.25 | 1.00 | 0.39 | 0.24 |
| 0.66 | 1.25 | 2.00 | 0.39 | 0.23 |
| 0.66 | 1.25 | 3.00 | 0.39 | 0.23 |
| 0.66 | 1.25 | 4.00 | 0.40 | 0.22 |
| 0.66 | 1.30 | 1.00 | 0.40 | 0.22 |
| 0.66 | 1.30 | 2.00 | 0.40 | 0.21 |
| 0.66 | 1.30 | 3.00 | 0.40 | 0.21 |
| 0.66 | 1.30 | 4.00 | 0.40 | 0.20 |
| 0.67 | 1.05 | 1.00 | 0.25 | 0.44 |
| 0.67 | 1.05 | 2.00 | 0.28 | 0.38 |
| 0.67 | 1.05 | 3.00 | 0.29 | 0.34 |
| 0.67 | 1.05 | 4.00 | 0.31 | 0.32 |
| 0.67 | 1.10 | 1.00 | 0.31 | 0.32 |
| 0.67 | 1.10 | 2.00 | 0.32 | 0.31 |
| 0.67 | 1.10 | 3.00 | 0.33 | 0.29 |
| 0.67 | 1.10 | 4.00 | 0.34 | 0.28 |
| 0.67 | 1.15 | 1.00 | 0.34 | 0.28 |
| 0.67 | 1.15 | 2.00 | 0.34 | 0.27 |
| 0.67 | 1.15 | 3.00 | 0.35 | 0.26 |
| 0.67 | 1.15 | 4.00 | 0.35 | 0.25 |
| 0.67 | 1.20 | 1.00 | 0.35 | 0.25 |
| 0.67 | 1.20 | 2.00 | 0.36 | 0.24 |
| 0.67 | 1.20 | 3.00 | 0.36 | 0.24 |
| 0.67 | 1.20 | 4.00 | 0.36 | 0.23 |
| 0.67 | 1.25 | 1.00 | 0.37 | 0.23 |
| 0.67 | 1.25 | 2.00 | 0.37 | 0.22 |
| 0.67 | 1.25 | 3.00 | 0.37 | 0.22 |
| 0.67 | 1.25 | 4.00 | 0.38 | 0.21 |
| 0.67 | 1.30 | 1.00 | 0.38 | 0.21 |
| 0.67 | 1.30 | 2.00 | 0.38 | 0.20 |
| 0.67 | 1.30 | 3.00 | 0.38 | 0.20 |
| 0.67 | 1.30 | 4.00 | 0.38 | 0.19 |
| 0.68 | 1.05 | 1.00 | 0.24 | 0.43 |
| 0.68 | 1.05 | 2.00 | 0.27 | 0.38 |
| 0.68 | 1.05 | 3.00 | 0.28 | 0.33 |
| 0.68 | 1.05 | 4.00 | 0.30 | 0.31 |
| 0.68 | 1.10 | 1.00 | 0.30 | 0.31 |
| 0.68 | 1.10 | 2.00 | 0.30 | 0.29 |
| 0.68 | 1.10 | 3.00 | 0.31 | 0.28 |
| 0.68 | 1.10 | 4.00 | 0.32 | 0.26 |
| 0.68 | 1.15 | 1.00 | 0.32 | 0.26 |
| 0.68 | 1.15 | 2.00 | 0.32 | 0.26 |
| 0.68 | 1.15 | 3.00 | 0.32 | 0.25 |
| 0.68 | 1.15 | 4.00 | 0.33 | 0.24 |
| 0.68 | 1.20 | 1.00 | 0.33 | 0.23 |
| 0.68 | 1.20 | 2.00 | 0.33 | 0.23 |
| 0.68 | 1.20 | 3.00 | 0.33 | 0.22 |
| 0.68 | 1.20 | 4.00 | 0.34 | 0.21 |
| 0.68 | 1.25 | 1.00 | 0.34 | 0.21 |
| 0.68 | 1.25 | 2.00 | 0.34 | 0.21 |
| 0.68 | 1.25 | 3.00 | 0.35 | 0.20 |
| 0.68 | 1.25 | 4.00 | 0.35 | 0.20 |
| 0.68 | 1.30 | 1.00 | 0.35 | 0.20 |
| 0.68 | 1.30 | 2.00 | 0.35 | 0.19 |
| 0.68 | 1.30 | 3.00 | 0.35 | 0.19 |
| 0.68 | 1.30 | 4.00 | 0.35 | 0.18 |
| 0.69 | 1.05 | 1.00 | 0.23 | 0.42 |
| 0.69 | 1.05 | 2.00 | 0.26 | 0.37 |
| 0.69 | 1.05 | 3.00 | 0.27 | 0.33 |
| 0.69 | 1.05 | 4.00 | 0.29 | 0.30 |
| 0.69 | 1.10 | 1.00 | 0.28 | 0.30 |
| 0.69 | 1.10 | 2.00 | 0.29 | 0.29 |
| 0.69 | 1.10 | 3.00 | 0.30 | 0.27 |
| 0.69 | 1.10 | 4.00 | 0.30 | 0.26 |
| 0.69 | 1.15 | 1.00 | 0.30 | 0.26 |
| 0.69 | 1.15 | 2.00 | 0.31 | 0.25 |
| 0.69 | 1.15 | 3.00 | 0.31 | 0.24 |
| 0.69 | 1.15 | 4.00 | 0.31 | 0.23 |
| 0.69 | 1.20 | 1.00 | 0.31 | 0.23 |
| 0.69 | 1.20 | 2.00 | 0.31 | 0.22 |
| 0.69 | 1.20 | 3.00 | 0.32 | 0.21 |
| 0.69 | 1.20 | 4.00 | 0.32 | 0.21 |
| 0.69 | 1.25 | 1.00 | 0.32 | 0.21 |
| 0.69 | 1.25 | 2.00 | 0.33 | 0.20 |
| 0.69 | 1.25 | 3.00 | 0.33 | 0.20 |
| 0.69 | 1.25 | 4.00 | 0.33 | 0.19 |
| 0.69 | 1.30 | 1.00 | 0.33 | 0.19 |
| 0.69 | 1.30 | 2.00 | 0.33 | 0.18 |
| 0.69 | 1.30 | 3.00 | 0.33 | 0.18 |
| 0.69 | 1.30 | 4.00 | 0.33 | 0.17 |
| 0.70 | 1.05 | 1.00 | 0.22 | 0.41 |
| 0.70 | 1.05 | 2.00 | 0.25 | 0.36 |
| 0.70 | 1.05 | 3.00 | 0.26 | 0.32 |
| 0.70 | 1.05 | 4.00 | 0.28 | 0.29 |
| 0.70 | 1.10 | 1.00 | 0.28 | 0.30 |
| 0.70 | 1.10 | 2.00 | 0.28 | 0.28 |
| 0.70 | 1.10 | 3.00 | 0.29 | 0.27 |
| 0.70 | 1.10 | 4.00 | 0.30 | 0.25 |
| 0.70 | 1.15 | 1.00 | 0.29 | 0.25 |
| 0.70 | 1.15 | 2.00 | 0.29 | 0.24 |
| 0.70 | 1.15 | 3.00 | 0.30 | 0.23 |
| 0.70 | 1.15 | 4.00 | 0.30 | 0.22 |
| 0.70 | 1.20 | 1.00 | 0.30 | 0.22 |
| 0.70 | 1.20 | 2.00 | 0.30 | 0.21 |
| 0.70 | 1.20 | 3.00 | 0.30 | 0.20 |
| 0.70 | 1.20 | 4.00 | 0.30 | 0.20 |
| 0.70 | 1.25 | 1.00 | 0.31 | 0.20 |
| 0.70 | 1.25 | 2.00 | 0.31 | 0.19 |
| 0.70 | 1.25 | 3.00 | 0.31 | 0.19 |
| 0.70 | 1.25 | 4.00 | 0.32 | 0.18 |
| 0.70 | 1.30 | 1.00 | 0.31 | 0.18 |
| 0.70 | 1.30 | 2.00 | 0.31 | 0.18 |
| 0.70 | 1.30 | 3.00 | 0.31 | 0.17 |
| 0.70 | 1.30 | 4.00 | 0.31 | 0.16 |
| 0.71 | 1.05 | 1.00 | 0.21 | 0.40 |
| 0.71 | 1.05 | 2.00 | 0.24 | 0.35 |
| 0.71 | 1.05 | 3.00 | 0.25 | 0.30 |
| 0.71 | 1.05 | 4.00 | 0.26 | 0.28 |
| 0.71 | 1.10 | 1.00 | 0.26 | 0.28 |
| 0.71 | 1.10 | 2.00 | 0.26 | 0.27 |
| 0.71 | 1.10 | 3.00 | 0.27 | 0.25 |
| 0.71 | 1.10 | 4.00 | 0.27 | 0.24 |
| 0.71 | 1.15 | 1.00 | 0.27 | 0.24 |
| 0.71 | 1.15 | 2.00 | 0.27 | 0.23 |
| 0.71 | 1.15 | 3.00 | 0.27 | 0.22 |
| 0.71 | 1.15 | 4.00 | 0.28 | 0.21 |
| 0.71 | 1.20 | 1.00 | 0.27 | 0.20 |
| 0.71 | 1.20 | 2.00 | 0.28 | 0.20 |
| 0.71 | 1.20 | 3.00 | 0.28 | 0.19 |
| 0.71 | 1.20 | 4.00 | 0.28 | 0.19 |
| 0.71 | 1.25 | 1.00 | 0.28 | 0.19 |
| 0.71 | 1.25 | 2.00 | 0.29 | 0.18 |
| 0.71 | 1.25 | 3.00 | 0.29 | 0.18 |
| 0.71 | 1.25 | 4.00 | 0.29 | 0.17 |
| 0.71 | 1.30 | 1.00 | 0.29 | 0.17 |
| 0.71 | 1.30 | 2.00 | 0.29 | 0.17 |
| 0.71 | 1.30 | 3.00 | 0.29 | 0.16 |
| 0.71 | 1.30 | 4.00 | 0.29 | 0.15 |
| 0.72 | 1.05 | 1.00 | 0.20 | 0.38 |
| 0.72 | 1.05 | 2.00 | 0.22 | 0.33 |
| 0.72 | 1.05 | 3.00 | 0.23 | 0.29 |
| 0.72 | 1.05 | 4.00 | 0.24 | 0.26 |
| 0.72 | 1.10 | 1.00 | 0.24 | 0.27 |
| 0.72 | 1.10 | 2.00 | 0.24 | 0.25 |
| 0.72 | 1.10 | 3.00 | 0.25 | 0.24 |
| 0.72 | 1.10 | 4.00 | 0.25 | 0.22 |
| 0.72 | 1.15 | 1.00 | 0.25 | 0.22 |
| 0.72 | 1.15 | 2.00 | 0.25 | 0.21 |
| 0.72 | 1.15 | 3.00 | 0.25 | 0.20 |
| 0.72 | 1.15 | 4.00 | 0.25 | 0.19 |
| 0.72 | 1.20 | 1.00 | 0.25 | 0.19 |
